text	normalized	phones	ipa	style	source	status	reviewer	notes_or_phones_google
पापकर्म	पापकर्म	p aa p . k ax r . m ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa p . k ax r . m ax
पापड	पापड	p aa . p ax dx		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . p ax dd
पापा	पापा	p aa . p aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . p aa
पापै	पापै	p aa . p axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . p axj
पाप्रा	पाप्रा	p aa p . p r aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa p . p r aa
पाप्रो	पाप्रो	p aa p . p r o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa p . p r o
पाब्लो	पाब्लो	p aa . b l o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . b l o
पाम	पाम	p aa m		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa m
पामे	पामे	p aa . m e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . m e
पामेला	पामेला	p aa . m e . l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . m e . l aa
पायक	पायक	p aa . y ax k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . y ax k
पायनियर	पायनियर	p aa . y ax . n i . y ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . y ax . n i . y ax r
पायल	पायल	p aa . y ax l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . y ax l
पायल्स	पायल्स	p aa y l s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa y l s
पायस	पायस	p aa . y ax s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . y ax s
पायो	पायो	p aa . y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . y o
पायोनियर	पायोनियर	p aa . y o . n i . y ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . y o . n i . y ax r
पायोनीयर	पायोनीयर	p aa . y o . n i . y ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . y o . n i . y ax r
पायौ	पायौ	p aa . y axw		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . y axw
पायौँ	पायौँ	p aa . y axwn		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . y axwn
पार	पार	p aa r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r
पारख	पारख	p aa . r ax kh		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r ax kh
पारखी	पारखी	p aa . r ax . kh i		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r ax . kh i
पारखीहरूले	पारखीहरूले	p aa . r ax . kh i . h ax . r u . l e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r ax . kh i . h ax . r u . l e
पारङ्गत	पारङ्गत	p aa . r ax ng . g ax t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r ax ng . g ax t
पारदर्शिता	पारदर्शिता	p aa . r ax . d ax r . s i . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r ax . d ax r . s i . t aa
पारदर्शीता	पारदर्शीता	p aa r . d ax r . s i . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . d ax r . s i . t aa
पारपाचुके	पारपाचुके	p aa r . p aa . ts u . k e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . p aa . ts u . k e
पारमाणविक	पारमाणविक	p aa r . m aa . n ax . b i k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . m aa . nn ax . b i k
पारमार्थिक	पारमार्थिक	p aa . r ax . m aa r . th i k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r ax . m aa r . th i k
पारमिता	पारमिता	p aa r . m i . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . m i . t aa
पारम्परिक	पारम्परिक	p aa . r ax m . p ax . r i k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r ax m . p ax . r i k
पाररिसाए	पाररिसाए	p aa r . r i . s aa . e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . r i . s aa . e
पाररिसाएको	पाररिसाएको	p aa r . r i . s aa . e . k o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . r i . s aa . e . k o
पारलौकिक	पारलौकिक	p aa . r ax . l axw . k i k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r ax . l axw . k i k
पारवहन	पारवहन	p aa r . b ax . h ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . b ax . h ax n
पारस	पारस	p aa . r ax s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r ax s
पारसे	पारसे	p aa . r ax . s e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r ax . s e
पारस्परिक	पारस्परिक	p aa . r ax s . p ax . r i k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r ax s . p ax . r i k
पारा	पारा	p aa . r aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r aa
पाराग्वे	पाराग्वे	p aa . r aa g . g w e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r aa g . g w e
पाराना	पाराना	p aa . r aa . n aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r aa . n aa
पारानाको	पारानाको	p aa . r aa . n aa . k o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r aa . n aa . k o
पारामाउन्ट	पारामाउन्ट	p aa . r aa . m aaw n tx		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r aa . m aaw n tt
पारामिटर	पारामिटर	p aa . r aa . m i . tx ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r aa . m i . tt ax r
पारामेडिकल	पारामेडिकल	p aa . r aa . m e . dx i . k ax l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r aa . m e . dd i . k ax l
पारायण	पारायण	p aa . r aa . y ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r aa . y ax nn
पारालिगल	पारालिगल	p aa . r aa . l i . g ax l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r aa . l i . g ax l
पाराशर	पाराशर	p aa . r aa . s ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r aa . s ax r
पारासिटोइड	पारासिटोइड	p aa . r aa . s i . tx oj dx		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r aa . s i . tt oj dd
पारिँदैन	पारिँदैन	p aa . r in . d axj . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r in . d axj . n ax
पारिए	पारिए	p aa . r i . e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . e
पारिएको	पारिएको	p aa . r i . e . k o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . e . k o
पारिजात	पारिजात	p aa . r i . dz aa t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . jh aa t
पारित	पारित	p aa . r i t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i t
पारिदिन	पारिदिन	p aa . r i . d i . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . d i . n ax
पारिदिनुभए	पारिदिनुभए	p aa . r i . d i . n u . bh ax . e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . d i . n u . bh ax . e
पारिदिनुभयो	पारिदिनुभयो	p aa . r i . d i . n u . bh ax . y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . d i . n u . bh ax . y o
पारिदिने	पारिदिने	p aa . r i . d i . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . d i . n e
पारिदिन्छ	पारिदिन्छ	p aa . r i . d i n . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . d i n . tsh ax
पारिदिन्छन्	पारिदिन्छन्	p aa . r i . d i n . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . d i n . tsh ax n
पारिदिन्थे	पारिदिन्थे	p aa . r i . d i n . th e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . d i n . th e
पारिदियो	पारिदियो	p aa . r i . d i . y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . d i . y o
पारिन	पारिन	p aa . r i . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . n ax
पारिने	पारिने	p aa . r i . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . n e
पारिनेछ	पारिनेछ	p aa . r i . n e . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . n e . tsh ax
पारिन्	पारिन्	p aa . r i n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i n
पारिन्छ	पारिन्छ	p aa . r i n . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i n . tsh ax
पारिन्छन्	पारिन्छन्	p aa . r i n . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i n . tsh ax n
पारिन्थ्यो	पारिन्थ्यो	p aa . r i n . th y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i n . th y o
पारिभाषिक	पारिभाषिक	p aa . r i . bh aa . s i k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . bh aa . s i k
पारियो	पारियो	p aa . r i . y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . y o
पारिरहँदा	पारिरहँदा	p aa . r i . r ax . h axn . d aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . r ax . h axn . d aa
पारिरहने	पारिरहने	p aa . r i . r ax . h ax . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . r ax . h ax . n e
पारिरहे	पारिरहे	p aa . r i . r ax . h e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . r ax . h e
पारिराखे	पारिराखे	p aa . r i . r aa . kh e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . r aa . kh e
पारिलो	पारिलो	p aa . r i . l o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . l o
पारिवारिक	पारिवारिक	p aa . r i . b aa . r i k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . b aa . r i k
पारिश्रमिक	पारिश्रमिक	p aa . r i s . s r ax . m i k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i s . s r ax . m i k
पारिसके	पारिसके	p aa . r i . s ax . k e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i . s ax . k e
पारिस्थितिक	पारिस्थितिक	p aa . r i s . th i . t i k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r i s . th i . t i k
पारुहाङ	पारुहाङ	p aa . r u . h aa ng		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r u . h aa ng
पारूँ	पारूँ	p aa . r un		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r un
पारे	पारे	p aa . r e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r e
पारेँ	पारेँ	p aa . r en		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r en
पारेछ	पारेछ	p aa . r e . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r e . tsh ax
पारेछन्	पारेछन्	p aa . r e . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r e . tsh ax n
पारेन	पारेन	p aa . r e . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r e . n ax
पारेनन्	पारेनन्	p aa . r e . n ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r e . n ax n
पारेर	पारेर	p aa . r e . r ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r e . r ax
पारेरै	पारेरै	p aa . r e . r axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r e . r axj
पारो	पारो	p aa . r o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . r o
पार्	पार्	p aa r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r
पार्क	पार्क	p aa r k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r k
पार्कमा	पार्कमा	p aa r k . m aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r k . m aa
पार्कर	पार्कर	p aa r . k ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . k ax r
पार्किङ	पार्किङ	p aa r . k i ng		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . k i ng
पार्किङस्थल	पार्किङस्थल	p aa r . k i ng . s th ax l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . k i ng . s th ax l
पार्किन्सन्स	पार्किन्सन्स	p aa r . k i n . s ax n s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . k i n . s ax n s
पार्केटिङ	पार्केटिङ	p aa r . k e . tx i ng		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . k e . tt i ng
पार्छ	पार्छ	p aa r . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . tsh ax
पार्छन्	पार्छन्	p aa r . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . tsh ax n
पार्छिन्	पार्छिन्	p aa r . tsh i n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . tsh i n
पार्छौ	पार्छौ	p aa r . tsh axw		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . tsh axw
पार्ट	पार्ट	p aa r tx		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r tt
पार्टटाइम	पार्टटाइम	p aa r tx . tx aaj m		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r tt . tt aaj m
पार्टनर	पार्टनर	p aa r tx . n ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r tt . n ax r
पार्टनरसिप	पार्टनरसिप	p aa r tx . n ax r . s i p		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r tt . n ax r . s i p
पार्टनर्स	पार्टनर्स	p aa r tx . n ax r s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r tt . n ax r s
पार्टपुर्जा	पार्टपुर्जा	p aa r tx . p u r . dz aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r tt . p u r . jh aa
पार्टस	पार्टस	p aa r tx s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r tt s
पार्टस्	पार्टस्	p aa r tx s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r tt s
पार्टिगत	पार्टिगत	p aa r . tx i . g ax t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . tt i . g ax t
पार्टिसन	पार्टिसन	p aa r . tx i . s ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . tt i . s ax n
पार्टी	पार्टी	p aa r . tx i		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . tt i
पार्टीकरण	पार्टीकरण	p aa r . tx i . k ax . r ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . tt i . k ax . r ax nn
पार्टीका	पार्टीका	p aa r . tx i . k aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . tt i . k aa
पार्टीको	पार्टीको	p aa r . tx i . k o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . tt i . k o
पार्टीगत	पार्टीगत	p aa r . tx i . g ax t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . tt i . g ax t
पार्टीनिकट	पार्टीनिकट	p aa r . tx i . n i . k ax tx		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . tt i . n i . k ax tt
पार्टीबाट	पार्टीबाट	p aa r . tx i . b aa . tx ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . tt i . b aa . tt ax
पार्टीभित्रै	पार्टीभित्रै	p aa r . t i . bh i t . t axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . t i . bh i t . t axj
पार्टीहरूका	पार्टीहरूका	p aa r . tx i . h ax . r u . k aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . tt i . h ax . r u . k aa
पार्ट्स	पार्ट्स	p aa r tx s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r tt s
पार्थिव	पार्थिव	p aa r . th i b		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . th i b
पार्थे	पार्थे	p aa r . th e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . th e
पार्थेनियम	पार्थेनियम	p aa r . th e . n i . y ax m		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . th e . n i . y ax m
पार्थ्यो	पार्थ्यो	p aa r . th y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . th y o
पार्दछ	पार्दछ	p aa r . d ax . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . d ax . tsh ax
पार्दछन्	पार्दछन्	p aa r . d ax . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . d ax . tsh ax n
पार्दा	पार्दा	p aa r . d aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . d aa
पार्दै	पार्दै	p aa r . d axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . d axj
पार्दैछ	पार्दैछ	p aa r . d axj . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . d axj . tsh ax
पार्दैछन्	पार्दैछन्	p aa r . d axj . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . d axj . tsh ax n
पार्दैन	पार्दैन	p aa r . d axj . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . d axj . n ax
पार्दैनन्	पार्दैनन्	p aa r . d axj . n ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . d axj . n ax n
पार्दो	पार्दो	p aa r . d o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . d o
पार्दोरहेछ	पार्दोरहेछ	p aa r . d o . r ax . h e . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . d o . r ax . h e . tsh ax
पार्न	पार्न	p aa r . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n ax
पार्नसक्छ	पार्नसक्छ	p aa r . n ax . s ax k . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n ax . s ax k . tsh ax
पार्नसक्ने	पार्नसक्ने	p aa r . n ax . s ax k . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n ax . s ax k . n e
पार्नुपर्छ	पार्नुपर्छ	p aa r . n u . p ax r . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n u . p ax r . tsh ax
पार्नुपर्दछ	पार्नुपर्दछ	p aa r . n u . p ax r . d ax . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n u . p ax r . d ax . tsh ax
पार्नुपर्ने	पार्नुपर्ने	p aa r . n u . p ax r . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n u . p ax r . n e
पार्नुभए	पार्नुभए	p aa r . n u . bh ax . e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n u . bh ax . e
पार्नुभन्दा	पार्नुभन्दा	p aa r . n u . bh ax n . d aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n u . bh ax n . d aa
पार्नुभयो	पार्नुभयो	p aa r . n u . bh ax . y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n u . bh ax . y o
पार्नुहुँदैन	पार्नुहुँदैन	p aa r . n u . h un . d axj . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n u . h un . d axj . n ax
पार्नुहुन्छ	पार्नुहुन्छ	p aa r . n u . h u n . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n u . h u n . tsh ax
पार्नुहुन्थ्यो	पार्नुहुन्थ्यो	p aa r . n u . h u n . th y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n u . h u n . th y o
पार्नुहोस्	पार्नुहोस्	p aa r . n u . h o s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n u . h o s
पार्ने	पार्ने	p aa r . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n e
पार्नेछ	पार्नेछ	p aa r . n e . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n e . tsh ax
पार्नेछन्	पार्नेछन्	p aa r . n e . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n e . tsh ax n
पार्नेजस्ता	पार्नेजस्ता	p aa r . n e . dz ax s . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n e . jh ax s . t aa
पार्नेवाला	पार्नेवाला	p aa r . n e . b aa . l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n e . b aa . l aa
पार्नै	पार्नै	p aa r . n axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . n axj
पार्यो	पार्यो	p aa r . y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . y o
पार्यौँ	पार्यौँ	p aa r . y axwn		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . y axwn
पार्लर	पार्लर	p aa r . l ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . l ax r
पार्ला	पार्ला	p aa r . l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . l aa
पार्लियामेन्ट	पार्लियामेन्ट	p aa r . l i . y aa . m e n tx		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . l i . y aa . m e n tt
पार्लियामेन्टरियन्स	पार्लियामेन्टरियन्स	p aa r . l i . y aa . m e n . tx ax . r i . y ax n s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . l i . y aa . m e n . tt ax . r i . y ax n s
पार्वण	पार्वण	p aa r . b ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . b ax nn
पार्वत	पार्वत	p aa r . b ax t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . b ax t
पार्वता	पार्वता	p aa r . b ax . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . b ax . t aa
पार्वतीकुमार	पार्वतीकुमार	p aa r . b ax . t i . k u . m aa r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . b ax . t i . k u . m aa r
पार्वतीको	पार्वतीको	p aa r . b ax . t i . k o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . b ax . t i . k o
पार्वतीपुर	पार्वतीपुर	p aa r . b ax . t i . p u r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . b ax . t i . p u r
पार्वत्य	पार्वत्य	p aa r . b ax t . t y ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . b ax t . t y ax
पार्श्व	पार्श्व	p aa r . s w ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . s w ax
पार्श्वगायन	पार्श्वगायन	p aa r . s w ax . g aa . y ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . s w ax . g aa . y ax n
पार्श्वनाथ	पार्श्वनाथ	p aa r . s w ax . n aa th		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . s w ax . n aa th
पार्षद	पार्षद	p aa r . s ax d		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . s ax d
पार्सल	पार्सल	p aa r . s ax l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa r . s ax l
पाल	पाल	p aa l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa l
पालक	पालक	p aa . l ax k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l ax k
पालन	पालन	p aa . l ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l ax n
पालनकर्ता	पालनकर्ता	p aa . l ax n . k ax r . t aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l ax n . k ax r . t aa
पालनपोषण	पालनपोषण	p aa . l ax n . p o . s ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l ax n . p o . s ax nn
पालनहार	पालनहार	p aa . l ax n . h aa r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l ax n . h aa r
पालना	पालना	p aa . l ax . n aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l ax . n aa
पाला	पाला	p aa . l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l aa
पालाभन्दा	पालाभन्दा	p aa . l aa . bh ax n . d aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l aa . bh ax n . d aa
पालिखे	पालिखे	p aa . l i . kh e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l i . kh e
पालित	पालित	p aa . l i t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l i t
पालिने	पालिने	p aa . l i . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l i . n e
पालिन्छ	पालिन्छ	p aa . l i n . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l i n . tsh ax
पालिन्थ्यो	पालिन्थ्यो	p aa . l i n . th y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l i n . th y o
पालिरहे	पालिरहे	p aa . l i . r ax . h e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l i . r ax . h e
पालिस	पालिस	p aa . l i s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l i s
पालीका	पालीका	p aa . l i . k aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l i . k aa
पालीको	पालीको	p aa . l i . k o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l i . k o
पालुङ	पालुङ	p aa . l u ng		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l u ng
पालुङटार	पालुङटार	p aa . l u ng . tx aa r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l u ng . tt aa r
पालुङ्गो	पालुङ्गो	p aa . l u ng . g o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l u ng . g o
पालुङ्टार	पालुङ्टार	p aa . l u ng . tx aa r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l u ng . tt aa r
पालुवा	पालुवा	p aa . l u . w aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l u . w aa
पालेर	पालेर	p aa . l e . r ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l e . r ax
पालै	पालै	p aa . l axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l axj
पालैपालो	पालैपालो	p aa . l axj . p aa . l o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l axj . p aa . l o
पालो	पालो	p aa . l o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa . l o
पाल्चोक	पाल्चोक	p aa l . ts o k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=p aa l . ts o k
